ID;Text;Category;Date
593;شفت حالي عم أدوّر على باب بيته مفتوح وما بلاقي غير صوت القصف عم يقرّب.;خوف;2013-03-16
594;كنت ماشية بالزقاق والضجة حوالي، ضل عم بسمع صوت انفجار خيالي.;خوف;2013-11-22
595;حلمت حالي واقف ع باب بيتي، بس الدخان مالي السما والسماء سودا.;خوف;2012-12-27
596;شفت إخوتي بيلعبوا بالشارع، فجأة سلطات بتناديهم يهربوا بسرعة.;خوف;2015-08-25
597;كنت عم بجرّي وسط شارع مليان خراب وبيت عم يطيح فوق راسي.;خوف;2011-10-19
598;حلمت أمي عم تناديني والزعر بالغرفة ما خلاني اسمع صوتها.;خوف;2013-09-17
599;شفت طيارة عم تهبط والناس عم تركض مش عارفة وين تحتمي.;خوف;2015-05-19
600;كنت بالشارع والكل عم يركض ووراي أصوات صراخ وبكاء.;خوف;2014-07-20
601;حلمت حالي عم أبكي وبيدي راسي لقتل نار ما عم تخلص.;خوف;2015-11-09
602;شفت أصدقائي عم يودعوني بدون كلام، وعيوني مليانة دموع.;خوف;2012-07-09
603;كنت عم حاول أوصل لعيلتي بس الطرق كلها مسكرة ومليانة غبار.;خوف;2013-12-23
604;حلمت صوت الرشاشات عم يجي من كل الجهات وأنا عم بحاول أختبي.;خوف;2012-04-14
605;شفت سيارة إسعاف ما عم تقدر تمر لأن الشارع مليان حمم.;خوف;2014-02-05
606;كنت جالس بالبيت والباب عم يطلع منه دخان، وما في حدا يحكي معي.;خوف;2016-11-03
607;حلمت طلاب المدرسة عم يهربوا من أصوات الانفجارات ودموعهم بتسيل.;خوف;2014-07-12
608;كنت عم ألمس حيطان بيتي القديمة، فجأة صارت كلها تتفتت بيدي.;خوف;2015-04-08
609;شفت ناس بفراشات ألوانهم غامقين، عم يمشوا بسرعة وما عم يهتموا فيني.;خوف;2013-10-07
610;حلمت نفسي عم بجري من ضابط ما عم يتركني وشهيتي بالأكل راحت.;خوف;2013-09-01
611;كنت بمقبرة جنب بيتي، وكل القبور عم تتحرك والدنيا عم تظلم فجأة.;خوف;2015-08-03
612;شفت طيارات عم تطير فوق راسي وكل صوتها بيخليني أبكي.;خوف;2014-01-24
613;عم أتخبى ورى الحيط، والرصاص عم يطير حوالي.;خوف;2012-10-09
614;بديت أمشي بالشارع والناس كلها خايفة وما عم تحكي.;خوف;2014-10-23
615;شفت ولادي عم يركضوا من الدخان والحيطان عم تنهار.;خوف;2016-04-11
616;لقيت حالي عم أدوّر عأبويا بالزقاق، وما في حدا جنبنا.;خوف;2014-02-04
617;البيت إللي كنا ساكنينه صار خراب، وقلبي عم يوجعني.;خوف;2013-06-04
618;عم حاول أشتري شغلة للبيت، بس المحل مسكر والناس بلا نقود.;خوف;2012-09-21
619;عم أمشي بالليل والاسواق مقفلة، والناس عم تنط من الخوف.;خوف;2016-01-18
620;حلمت رصاصة دخلت بيتي وأنا عم ضمي ولادي.;خوف;2013-08-05
621;طق طق عالباب، وما حدا رد، بس صوت القصف صار أقرب.;خوف;2011-11-15
622;عم شوف صور صحابي يلي تركوا المدينة وما رجعوا.;خوف;2012-05-30
623;صوت انفجار قريب خلاني أوقف قلب قلبي للحظة.;خوف;2016-09-05
624;شفت أمي بتصرخ وعم تحاول تلاقيي وسط الدخان.;خوف;2015-02-07
625;الشارع كان فاضي، بس كنت سامع أصوات خطوات وقلبي عم يدق.;خوف;2016-06-10
626;حلمت إني عم أهرب والولد صغيري ما عم يلحقني.;خوف;2015-04-09
627;عم أدور على أكل بالشارع، بس الناس كلها خايفة أو مش موجودة.;خوف;2013-01-08
628;شفت طفلة عم تبكي لانو ضاعت عن أهلها بالغابة.;خوف;2016-01-26
629;السماء كانت مليانة دخان والنجوم ما بينشافوا.;خوف;2014-09-09
630;وقفت عالسطيح وسط الخراب، عم شوف المدينة يلي كانت منورة، هلأ صارت مظلمة.;خوف;2013-11-18
631;شفت الدخان عم يطلع من ورا الدكان ورجوعي ما عم يجي بسبب القصف.;خوف;2013-10-22
632;سمعت صوت صواريخ حوالي وما قدرت لاقي بيتي ولا أهلي.;خوف;2015-08-31
633;ركضت بالشارع والكل بيصرخ، ما في حدا يوقف معي يساعدني.;خوف;2014-01-11
634;شفت الجيران عم بيهربوا والطرقات مليانة حفر من القنابل.;خوف;2012-11-14
635;وقفت عالباب بانتظار صوت السلام، بس كان صوت الرصاص بس اللي سامعه.;خوف;2012-12-04
636;حلمت إني عم حاول أخبي ولادي من صوت التفجيرات، بس ما في مكان آمن.;خوف;2011-09-15
637;شفت طفلي عم يبكي من الخوف والدموع بتنزل ع وجناته من صوت الانفجارات.;خوف;2016-05-23
638;كنت عم حاول أجمع أغراضي بسرعة، بس كل شي عم يطيح بين إيدي.;خوف;2013-08-25
639;صرت وقفلة كل شبابيك البيت والظلمة تغطي المدينة حوالينا.;خوف;2013-08-10
640;شفت صوت الانفجار جنب البيت، وريحت الدخان ما عم تتركني.;خوف;2013-04-23
641;ركضت من بيت لبيت، بس كل الشوارع مغلقة من جراء القصف.;خوف;2014-05-01
642;حلمت إني عم أمرق طريق مليان عسكر وسلاح، وما بقدر أفتل شي.;خوف;2016-03-21
643;سمعت نداءات استغاثة من بعيد، وما لاقيت حدا يرد علي.;خوف;2013-04-21
644;شفت نسوان وأطفال عم يجروا بالطرقات بلا ملجأ.;خوف;2014-02-26
645;وقفت قدام القبر الصغير يلي نسيت وين حطيت فيه أحبابي.;خوف;2011-08-02
646;كان في صوت طيارة عم تطلع، وجهي صار شاحب من الخوف ما قدرت أتحرك.;خوف;2013-10-01
647;شفت صورة بيتي محروق وكل أشيائي تحت الركام.;خوف;2013-07-10
648;حلمت إني عم حاول أتواصل مع أهلي، بس خطوط الاتصال مقطوعة.;خوف;2012-09-22
649;سمعت صوت انفجار قريب وإيدي بتتعرق من الخوف وما قدرت أتنفس.;خوف;2015-02-12
650;شفت نور طيارة عم تمر بالسماء بس كانت قريبة كتير، قلبي صار يرفرف.;خوف;2016-07-12
651;سمعت صوت دوي كبير ورحت أركض لورا، كل شي حواليي عم يتهشم.;خوف;2011-08-09
652;كنت عم حاول أخبي ولادي بزاوية البيت، بس الرعب كان أكبر مني.;خوف;2014-10-09
653;شفت حالي عم أمشي عالطريق، الكل هربان وأنا لحالي خايف.;خوف;2011-04-27
654;السماء كانت مليانة دخان والسُماء صار لونو أسود، وصوت القصف ما بيوقف.;خوف;2013-05-06
655;شفت الحيطان عم تتكسر وأنا مش قادر أحمي حالي.;خوف;2013-04-05
656;سمعت صوت ولادي ينادوا إلي، بس ما كنت قادر أروح لعندهم.;خوف;2016-10-17
657;كنت عم أخفي وجهي من الناس، خايف حدا يشوفني ويبعتهم.;خوف;2011-01-13
658;شفت حالي عم أهرول بين الشوارع الضيقة، وكل زاوية فيها خطر.;خوف;2014-03-31
659;البيت اللي كنت عايش فيه صار خراب، وأنا عم حاول ألاقي طريق للخروج.;خوف;2016-09-20
660;حلمت انو الشمس غابت فجأة، وصار الظلام عم يخنقني.;خوف;2016-05-13
661;كنت عم أحاول أرجع عالبيت، بس الطريق كان مليان حواجز وخوف.;خوف;2012-08-20
662;شفت رفيقي عم يصرخ وما في حدا عبيسمع له.;خوف;2014-06-12
663;كنت عم أمشي بين الركام، والدخان ما عم يخليني أشوف شي.;خوف;2011-05-21
664;شفت ولدي عم يبكي، وحاولت أحضنه بس إيدي كانت ترتعش.;خوف;2015-09-30
665;شفت وجوه الناس كلها خايفة، والبيوت عم تسقط قدام عيوني.;خوف;2015-05-27
666;كنت عم أختبئ بين الأشجار، وكل دقيقة بتمر كانت بتزيد خوفي.;خوف;2015-11-28
667;شفت حالي عم أرقب البحر، بس الموج كان عالي وعم بيهددني.;خوف;2016-01-18
668;شعرت بحالي وحيد، والمدينة اللي كنت فيها صارت غريبة وما في أمان.;خوف;2014-05-07
669;شفت طيارة عم تطلع دخان فوق القرية وكل الناس عم تركض تخبى.;خوف;2013-03-29
670;سمعت صوت القصف مل يكسر قلبي وأنا عم حاول أخبّي ولادي تحت البساط.;خوف;2014-05-13
671;شفت الطريق مليان حفر، وعم أمشي وما في طريق آمن لأرجع عالبيت.;خوف;2013-09-18
672;لقيت نفسي عم اختبئ وقلبي عم يدق بسرعة من صوت الطيارات فوق راسي.;خوف;2014-12-10
673;عيني كانت مفتوحة بس ما عم شوف غير الظلام والخراب حواليني.;خوف;2013-01-01
674;شفت حالي عم أدفع عربة صغيرة مليانة أغراض وكلها مكسورة.;خوف;2011-03-12
675;عيوني عم تدمع وأنا بسمع صوت إطلاق نار جنب بيتي.;خوف;2013-06-05
676;رأيت أمّي عم تحكي مع شخص مجهول وأنا خايف ما يرن صوتها تاني.;خوف;2011-12-15
677;شفت ولدي عم يبكي وما عم أقدر إلحقله وسط الزحمة.;خوف;2014-10-05
678;كنت عم أمشي بالشارع والناس عم يركضوا وما حدا بيعرف وين رح نروح.;خوف;2016-09-26
679;شفت دخان عم يطلع من البيوت وريحة الحروق عم تغطي المدينة.;خوف;2013-01-12
680;شفت نفسي واقف على ناصية وما في سيارات ولا ناس، كله هادي وصمت مخيف.;خوف;2013-07-15
681;كان في نفق مظلم وأنا عم أمشي فيه وما بعرف إذا في مخرج.;خوف;2012-08-20
682;لقيت نفسي عم أحاول أفتح باب بيتي بس الباب مسدود ومخلع.;خوف;2012-06-26
683;شفت ولاد الحارة عم يختفو واحد ورا التاني وأنا بدي أصرخ ما في صوت.;خوف;2013-02-25
684;"رأيت أبوي عم يختبئ وعم يقلي ""لا تطلع، القصف قريب"".";خوف;2012-04-19
685;كنت عم أحكي مع جيراني بس كل واحد خاف وما بدي يطلّع صوتو.;خوف;2013-11-25
686;في الحلم عم أسمع صوت ضربات القلب بسرعة وعم حس بخوف ما بقدر أوصفه.;خوف;2012-05-28
687;شفت حالي بلبس نظارات غبار ومطر، وما بشوف إلا رماد ودمار حوالي.;خوف;2011-04-05
688;ركضت بالليل وأنا سامع صوت القذائف عم بتقرب من البيت.;خوف;2011-02-04
689;حلمت إني عم دور ععيلة ضايعين بالطرقات المظلمة وما في حدا يجاوبني.;خوف;2013-07-17
690;شفت حالي عالجبل وراي الطيارات عم بتنزل قنابل، وما في مكان ألجأ فيه.;خوف;2012-09-18
691;كنت عم حاول أعبي جركن مي تحت شمس حارقة، بس الصوت يلي وراي عم يقرّب أكتر.;خوف;2014-02-01
692;عم أمشي بالشارع والناس عم تهرب، وقلبي عم ينبض بسرعة من الخوف.;خوف;2012-01-19
693;حلمت إني عالبيت والحيطان عم تتشقّق مع كل دقة قذيفة.;خوف;2015-03-13
694;ركبت عالطيارة بدون أهل وبديت أبكي من البعد والخوف.;خوف;2014-05-26
695;شفت سيارتي وهي محروقة، وكنت واقف حاطط إيدي عقلبي من الخوف.;خوف;2014-11-24
696;صوت الرصاص صار أقرب وصارخ، وما في مكان أقدر أختبئ فيه.;خوف;2016-11-16
697;حلمت إني عم حاول أوصل لمستشفى بس الطرق مقطوعة والقصف عم يزداد.;خوف;2013-08-26
698;شفت ولادي عم يلعبوا بس فجأة الدنيا صارت دخان وأصوات انفجارات حواليهم.;خوف;2011-05-04
699;ركضت بالليل بكل حالي ومحل ما بروح فيني ألقى أمان.;خوف;2014-05-22
700;حلمت إني عم أمشي على أنقاض بيتنا والخيبة عالوجهي.;خوف;2013-05-31
701;القذيفة وقعت جنبنا وصرخت من الخوف وأنا ما بعرف وين أروح.;خوف;2011-02-13
702;شفت إني عم أحمل حقيبة صغيرة وبدي أهرب من المكان يلي عرفت إنو ما بيأمن.;خوف;2015-05-02
703;سمعت صوت إطلاق نار من كل جهة، وقلبي عم ينكسر من الخوف على أهلي.;خوف;2016-05-01
704;رأيت الناس عم تهرب وبتترك بيوتها، وأنا واقف ما بعرف وين أروح.;خوف;2014-05-31
705;بين القصف والصراخ، حسيت حالي ضايع وما في شي بيقدر يحميني.;خوف;2013-04-22
706;كنت أعانق جدار البيت وأسأل الله يحفظنا من الموت قريب.;خوف;2012-02-10
707;شفت أصوات الطيارات عم تعلى والكل عم يركض ويلوّش عن مخبأ.;خوف;2015-04-18
708;صرت أحاول أخلّي ولادي يفهموا ليش ما في ألعاب ولا ضحك بالحي.;خوف;2011-11-29
709;شفت الجيران عم يخبوا قنابل بين الركام، وقلبي عم يدق بسرعة.;خوف;2014-09-23
710;ركضت بالشارع والبيوت عم تنهار من صوت القصف، وما في حدا ينادي.;خوف;2015-06-01
711;حلمت حالي عم إركض وأنا شايل حقيبتي وبابي عم يناديني من بعيد.;خوف;2011-09-05
712;شفت أمي بتصرخ مني، بس ما كان في صوت غير صوت الانفجارات.;خوف;2014-11-09
713;عم بلحق ع أختي الصغيرة والدموع تنزل ع خدي، وما في حدا يساعدنا.;خوف;2013-03-11
714;حلمت إنو ارتفع الدخان ع السماء والناس عم تختبئ ببيوتهم بدون أمل.;خوف;2011-02-10
715;شفت نفسي عم أركض وسط الليل والطرقات مهجورة والظلام خيم.;خوف;2014-10-30
716;صرت مغمض وقلبي يرفرف من صوت الرصاص القريب ومن كل مكان.;خوف;2015-12-05
717;شفت ولادي عم يبكوا واحنا ما فينا نطلع من بيتنا المكسور.;خوف;2016-12-07
718;ركضت مع الجيران ع نبع ماء بعيد، بس الخوف كان ملازمنا.;خوف;2011-01-23
719;شفت الناس عم يهربوا عالطرقات والكل عم يصرخ من الخوف.;خوف;2014-10-31
720;حلمت إني واقف ع بلكونة بيتنا والمدينة كلها مدخنة والقلب مليان وجع.;خوف;2014-01-08
721;شفت نفسي عم أخفي وجهي ورائي من الطيارات يلي عم تغطي السماء.;خوف;2015-03-26
722;صرت أسمع صراخ الناس والمنازل عم تنهار حوالي، وما في حدا يرد.;خوف;2011-05-13
723;حلمت إني بدي أركض بس رجلي عم تتعثر بالركام والدموع علي.;خوف;2016-06-04
724;شفت أهل الحي عم يختبئوا بزاوية صغيرة، والخوف عالم وجوههم.;خوف;2013-10-22
725;ركضت أدوّر على طريقي بليل طويل وما في غير صوت الانفجارات.;خوف;2011-07-17
726;كنت عم أمشي بالليل والشارع كله صمت، فجأة سمعت صوت قصف قريب وصرت أركض بلا هدف.;خوف;2012-02-25
727;شفت أطفالي مختفين بين الركام، وقلبي عم يصرخ وما في حدا سامعني.;خوف;2012-12-23
728;حلمت بباب بيتنا مكسور، والريح عم تدخل من كل ناحية وأنا خايف أدخله.;خوف;2012-03-02
729;وقفنا قدام الجامع كله خراب، وكل الناس عم يهربوا وأنا مش قادر أترك أمي لوحدها.;خوف;2016-03-31
730;عم أمشي بحيّنا القديم، بس كل شيء تغير وما في مكان ألقى فيه طمأنينة.;خوف;2016-10-20
731;سمعت صوت انفجار قوي، وقلبي وقف للحظة، وصرت أركض بلا ما أعرف وين.;خوف;2014-08-14
732;حلمت إني بدي أزور صديقي بالمشفى، بس الطرق كلها مسدودة وممنوع المرور.;خوف;2013-11-17
733;صرت أصرخ بصوت عالي، بس ما حدا سمعني لأن كل الناس مختبئين من الخوف.;خوف;2015-08-31
734;شفت راسي غارق بالدم، وما عم أعرف إذا أنا حي أو ميت وسط الهلع.;خوف;2014-07-26
735;صوت الأطفال يبكوا حواليني، وما في مكان آمن حتى للضحك.;خوف;2016-12-29
736;كنت بجسدي صغير عم حاول أوصل لباب البيت، بس ما في طريق واضح وسط الركام.;خوف;2011-05-23
737;حلمت بالانفجار صار جنب بيتنا، وكل الناس صاروا يصرخوا وأنا مش قادر أساعد حدا.;خوف;2013-01-13
738;عم امشي بأزقّة مدينتي اللي ما بقت غير أطلال، وكل شي حوالي دمرني.;خوف;2015-10-19
739;صوت القصف ما عم يوقف وأنا عم أحاول أخبي ورا الجدار، قلبي عم ينبض بسرعة.;خوف;2011-03-19
740;شفت أمي عم تطلب مني ما أطلع برا البيت، بس الخوف كان كابوس ما بنتهى.;خوف;2016-02-15
741;راحت أصدقائي بالجو، وأنا عم حاول أحمي عيلتي من الظلام والبرد.;خوف;2016-08-29
742;كنت أغطي راسي من الغبار والرماد، وقلبي عم يدق خوف من الغد.;خوف;2012-03-07
743;شفت بيتنا من بعيد محروق، وصوت أمي بينادي من قلب الركام.;خوف;2013-06-12
744;كنت عم أركض بملابس مبلولة وأنا شفت النار عم توصل لكلشي حوالي.;خوف;2011-02-24
745;شفت باب الدكان مقفّل ومكتوب عليه رايح على بلاد بعيدة، وأنا واقف ما عندي غير حقيبتي الصغيرة.;هجرة;2016-02-09
746;كنت عم بمشي عالطريق الطويل، كل الناس حواليني عم تودع بعضها، وأنا بدي أطلع عالطائرة وما بعرف إذا رح شوفهم تاني.;هجرة;2015-11-14
747;حلمت إني قاعد على شط البحر، والأمواج عم تقبل رجلي، وبالوقت يلي فاتني حسيت بالبرد والرطوبة.;هجرة;2014-07-19
748;في الحلم، كنت ع الشارع أدوّر ع بيتنا القديم، بس كل شي تغيّر وصار غريب ما بعرفه.;هجرة;2016-03-10
749;"حلمت إني بشتكي لصديقي عن التعب والوجع، وهو قال لي: ""هيدي حياتنا الحقيقية، ما في مهرب منها.""";هجرة;2017-07-22
750;كنت عم بحاول أحزم حقيبة صغيرة، بس كل ما حطيت شي، رجعت وتأنيت، والخوف كان يملأ قلبي.;هجرة;2013-02-12
751;رأيت إني بطلع عالجرّار مع أهلي، وأنا عم أبكي، بس ما كنت قادر أوقف.;هجرة;2015-07-12
752;شفت الحيطان عم تنهار حوالي، وأنا عم بلحق أخد أغراضي وأطلع من البيت.;هجرة;2014-10-14
753;حلمت إني عم أسبح بالبحر الطويل، بس الموج كان عالي كتير، وما في حدا جنبي.;هجرة;2014-02-28
754;كنت ع محلتي القديمة، والناس عم تودع بعض، وأنا قلبي موجوع وما قادر قول كلمة وداع.;هجرة;2012-03-01
755;شفت ولادي عم بيلعبوا عحدود القرية، وأنا وراهم عم أدفهم عالسفر.;هجرة;2013-09-23
756;كنت عم أمشي وسط غربة كبيرة، والناس حوالي بلا وجوه، كأنهم أشباح.;هجرة;2013-11-26
757;حلمت إني عالطائرة، والسماء مظلمة، بس نور صغير بيبين قدامي.;هجرة;2015-04-28
758;رأيت بيتنا القديم، بس ما في حدا جوا، كل شي مهجور وصامت.;هجرة;2012-12-16
759;كنت عم أفتح كتاب ذكرياتنا، والصفحات منها بتطير مع الريح.;هجرة;2013-02-13
760;حلمت إني عم أحكي مع أمي، بس صوتها بعيد وما عم بسمعها منيح.;هجرة;2015-09-10
761;شفت نفسي عم أمشي بالليل، والمدينة حوالي مظلمة وكأنها ناسية.;هجرة;2014-06-18
762;رأيت قهوة الحي القديمة، بس الكراسي فاضية والناس ما عم تجي.;هجرة;2017-03-25
763;كنت عم أحاول أركب باص السفر، بس الناس كثيرة والباب مغلق.;هجرة;2014-02-24
764;شفت حالي عم لف عالتراب وبحمل شنطة صغيرة، وبعرف إنه لازم روح بعيد عشان آمن.;هجرة;2017-07-24
765;حلمت إني عم طير فوق الجبال والبحر، بس الريح عم تزعق وما بتسمحلي أكمل.;هجرة;2013-01-10
766;كنت عالطريق مع عيلتي والشتا عم ينزل، والسيارة خربت وبديت أمشي لوحدي.;هجرة;2013-09-19
767;شفت بحري وغربة، وكل الناس حواليه عم يختفوا وحدي بضلّ.;هجرة;2017-03-20
768;كنت عم بحاول عبور نهر عميق والميّ كانت باردة، وقلبي عم يدق بسرعة من الخوف.;هجرة;2014-09-23
769;رأيت نفسي عم بقعد عالحدود، والبرد عم يلسع وجهي وما في حدا جنبي.;هجرة;2017-07-23
770;كنت عم بحمل شنطة معايا وفيها صور قديمة للعيلة، بس الطريق كان ضباب.;هجرة;2017-10-09
771;شفت البحر ورحت أغوص، بس المي عم تعلّق قلبي وما عم طلع.;هجرة;2016-01-03
772;كنت عم ألعب مع ولادي بصحن صغير، بس فجأة صاروا بعيدين ما فيهم يلمسوني.;هجرة;2017-09-07
773;رأيت الشوارع اللي عرفت فيها، بس كانت كلها مبنية من تراب وركام.;هجرة;2016-09-19
774;شفتني عم بركض مع ولادي بالليل، وراي صوت طيارات عم تقصف بعيد.;هجرة;2016-07-23
775;كنت عم بحاول أفتح باب بيتنا القديم، بس المفتاح وقع بالميّ.;هجرة;2017-06-05
776;رأيت قوافل الناس عم تمشي عالطريق الطويل، وأنا بيناتهم بلا عنوان.;هجرة;2017-03-03
777;شفت نفسي عم غادر بيتنا، بس كل خطوة بتبعدني أكتر عن أمي.;هجرة;2016-03-20
778;كنت عم بحكي مع جيراني عالشارع، بس وجوههم كانت ضباب على الزجاج.;هجرة;2017-05-04
779;شفت قارب صغير عم يحملنا عبر البحر، والنجوم كانت بتغني لينا بصمت.;هجرة;2016-10-06
780;كنت عم أجرّ شنطتي الثقيلة عالشارع الطيني، وصوت ضربات قلبي كان أكبر من خطواتي.;هجرة;2015-08-09
781;رأيت السوق القديم يلي كنا نشتري منه، بس كان كله خراب وصمت.;هجرة;2016-05-22
782;شفت شخصيتي عم بتودع أمها، والدموع ما بتوقف والرمل بيغطي الأرض.;هجرة;2016-12-14
783;كنت حامل شنطتي عالباص، بس ما لقيت حدا يسألني وين رايح، وكل الناس متل ما هني مضطربين.;هجرة;2017-01-06
784;شفت قارب صغير عم يضل يعوم معي بالبحر، بس الموج عالي والبرد قاسي، وما في حدا يرد عليّ.;هجرة;2015-09-24
785;كنت بمطار غريب، والناس عم يودعوا بعض، وأنا واقف وحيد مش عارف وين رح أروح.;هجرة;2013-05-05
786;ركضت بالشارع وشفت وجوه ناس عرفتهم من زمان، بس كانوا تاهيين متلّي، وكلنا هاربين من شي ما بنعرفه.;هجرة;2012-01-17
787;شفت أمي عم تعد الشنطة، ووجهي عم يدمع، بس قبل ما أودعها صحيت.;هجرة;2014-08-13
788;كنت أمشي بين الجبال، وراي صوت أطفال عم ينادوني، بس ما كنت قادر ألحق عليهم.;هجرة;2014-05-24
789;شفت فجأة البيت اللي كنا ساكنينه طايح، وكنت عم حاول طلع شي من تحت الركام.;هجرة;2012-05-13
790;وقفت على باب بيتنا القديم، بس الباب كان مسكر من جوة، وما حدا رد علي.;هجرة;2016-05-13
791;كنت ماسك إيد أخوي الصغير، وعم نحاول نوصل عشو ماشين بشوارع ما فيها نور.;هجرة;2013-08-20
792;شفتني واقف عشاطئ البحر، والبحر هادي، بس كل ما ركبت الموج مرتفع، ورجعت للبيروت القديم.;هجرة;2014-11-01
793;كنت كل يوم بجمع أشيائي بالبطيء، وكأنو هجرة عمرها ما تخلص.;هجرة;2017-01-05
794;شفت نفسي عالسيارة، عم دور على طريق مش معروف بالخرائط.;هجرة;2013-10-28
795;كنت أقف بساحة كبيرة، والناس عم تدوس على بعض وبتصرخ، وأنا مش قادر أساعد.;هجرة;2014-10-05
796;شفت رجلي عافية، بس قلبي كان خايف يترك أهله ووراه كل هالوجع.;هجرة;2012-02-08
797;كنت عم أحكي مع بابا عبر الهاتف، بس الصوت كان ضعيف، وكأنه بعيد كتير.;هجرة;2015-02-27
798;شفت قطار عم يمشي بسرعة، وأنا ما فيني أطلع حتى أختم تذكرتي.;هجرة;2012-06-03
799;ركبت طيارة، بس النافذة كانت سواد، وما فيني شوف إلا الظلمة.;هجرة;2013-04-25
800;كنت أمشي بالشتا، والملح من البحر عم يلطخ وجهي، ورجعي ماشي عالطريق الطويل.;هجرة;2014-05-28
801;شفت قريتنا من فوق، كلها دخان وأنقاض، وأنا عم أصرخ باسمها، بس ما حدا سمعني.;هجرة;2014-09-27
802;شفت قارب صغير عم يغرق وأنا عم حاول أوصل له عشان أنقذ حالي.;هجرة;2016-01-10
803;كنت عم حزم شنطتي بسرعة والبحر عم يعتي بطرف الشارع.;هجرة;2013-11-15
804;ركبت الباص مع الغربة والدموع نازلة عالخد، ما بعرف متى برجع عالدار.;هجرة;2016-04-29
805;طلعت على السفينة والوجوه كلها خايفة، والبحر عم يلعن اللي بيهربوا.;هجرة;2017-06-26
806;سمعت صوت الرصاص من بعيد وأنا عالطريق عالحدود.;هجرة;2012-10-20
807;شفت عيلتي عم ودعوني من الشباك وقلبي مكسور.;هجرة;2013-02-14
808;بحلم إني عم أمشي عمار الطريق وجسمي تعب من الوداع.;هجرة;2014-09-26
809;وقفنا عالبحر والليل طويل، والنجوم مش عم تضيء لنا درب.;هجرة;2016-10-05
810;شفت المهاجرين عم يجروا ورا حلمهم، وأنا معهم بقلب متوتر.;هجرة;2015-06-21
811;بطلت أعرف وجهي وسط وجوه الغربة والقلق.;هجرة;2016-07-28
812;الريح شالت صوت أمي وهي تنادي عليّ من بعيد.;هجرة;2017-05-23
813;حلمت إني عم أفتش عالأوراق الضايعة ورجعتي لمنزل مهجور.;هجرة;2013-10-06
814;رأيت البحر هادي بس وجهي غرقان بالدموع، والشتا عم يعصرني.;هجرة;2012-09-10
815;طلعت عالجبل من غير ما رجع، بس طياري كان مكسور.;هجرة;2014-04-07
816;كنت عم أعطي دروس لأولادي عبر شاشة صغيرة وأنا بعيد عنهم.;هجرة;2013-03-16
817;شفت حريق بقلبي لما ودعت المدينة وما عاد فيني أرجع.;هجرة;2013-05-02
818;شفت قوارب صغيرة عم تلوح بإيدي وأنا عم بغوص بغربتي.;هجرة;2013-04-20
819;طلع عيني عالسماء وأنا بدعي الرحمة والعودة.;هجرة;2014-10-08
820;رأيت طيور عم تطير لبعيد وأنا متلها محاصر بين بحر وهوا.;هجرة;2015-08-26
821;شفت الدروب كلها مليانة أمتعة وأنا عم بحاول لاقي طريق برّا المدينة;هجرة;2015-06-10
822;حلمت إنو عيلتي جالسين عالبحر، بس المي كانت مالحة وحزينة متل قلبي;هجرة;2015-11-28
823;رحت على السوق وشفت المحلات مسكرة، والناس عم تركض ومحدن بيوقف;هجرة;2015-04-15
824;شفتني بحمّال شنط عالباص، والطرقات مليانة سيارات مسروقة ومهجورة;هجرة;2014-03-10
825;كان عيوني عم تبكي بس ما حدا شايفني وأنا عم أقلع من الدار;هجرة;2013-07-26
826;حلمت إني عم أغسل وجهي بموية النهر، بس المي كانت تاخدني بعيد عن البيت;هجرة;2017-06-26
827;شفت الحي القديم خاوي، والناس مهجرين بدنيّا غير هالغربة;هجرة;2015-09-13
828;رحت على المدرسة، بس الصفوف كانت فاضية والكرّاسات مفقودة;هجرة;2012-12-26
829;شفتني حامل شنطة صغيرة عم بمشي على طريق مش معروف، والسماء ليل طويل;هجرة;2012-12-20
830;كنت عم بسأل الناس عن طريق الهجرة، بس الكل عم يهرب أو ما بيعرف يرد;هجرة;2017-10-19
831;حلمت إني بلعب مع ولادي بالشارع، بس الجدران كلها عليها طلقات وبطّيات;هجرة;2012-09-03
832;رأيت نفسي بحضن أمي، بس الحنان كان بعيد مثل غربة قاسية على القلب;هجرة;2013-12-11
833;شفت البحر هادئ، بس كل مرة حاولت أقرب، الموجة بتبعدني أكتر وأكتر;هجرة;2016-11-20
834;كنت عم بجمع صور وأغراض صغيرة قبل ما أغادر، بس الأرض كانت تتزلّق من تحت رجلي;هجرة;2015-05-09
835;حلمت إني عم أكتب رسالة لصحاب زمان، بس الورقة كانت تتقطع باليد;هجرة;2017-09-21
836;شفتني عم عبور جسر مهجور، والريح عم تعصف بكل الأماني;هجرة;2015-08-05
837;كنت عم حاول اتصل بأهلي، بس التليفون مسكر وما في إشارة;هجرة;2016-01-03
838;رأيتني عم بفتّش عن بيت جديد، بس كل البيوت محروقة والناس راحوا;هجرة;2014-08-06
839;حلمت إني عائد عالدار ساعة الفجر، بس الطريق كان مليان حفر وعثرات;هجرة;2012-12-29
840;ركبت سيارة ماشية بالتراب، والدموع ما فارقت عيوني وأنا عم أغادر الديرة.;هجرة;2013-11-04
841;شفت عيوني عم ألوح لجدار البيت وأنا ماشي بعيد، والريح عم تجر شعر أمي.;هجرة;2016-03-25
842;وقفت جنب الشجرة القديمة وبيدي قطفنا التفاح، بس الشجرة ما كانت مثل قبل.;هجرة;2017-01-07
